"This key will be checked from every App while a session is set up between the App and the Magento store.", "Esta chave será verificada de cada aplicativo enquanto uma sessão é estabelecida entre o aplicativo e a loja Magento"
"Use token for Api communications", "Use o token para a comunicação API"
"Use token will add check and refresh the token with every request.", "O uso do token irá adicionar verificação e atualizar o token com cada pedido"
"Catalogue Settings", "Catálogo de configurações"
"Include all active categories", "Incluir todas as categorias disponíveis"
"Include all ""Active"" categories regardless of whether or not they are included in navigation", "Incluem todas as categorias ""ativas"" independente de se elas estão ou não incluídas na navegação"
"Display attribute on Product Listing", "Mostra as características dos produtos listados"
"This attribute will be displayed in product listing", "Este recurso será exibido nos produtos listados"
"Display attribute on Product Details", "Recurso que exibe os detalhes do produto"
"This attribute will be displayed in product details", "Este recurso será exibido nos detalhes do produto"
"Mobile App Checkout Settings", "Configurações de pagamento do aplicativo móvel"
"Excluded shipping methods", "Excluir modos de envio"
"Select one or more, but not all shipping methods that are not suitable/compatible to be used in mobile app environment. This can be set anytime during or after creation of JMango360 application.", "Selecione um ou mais, mas não todos os meios de transporte que não são adequados ou compatíveis para serem usados no  aplicativo móvel. Este pode ser redefinido em qualquer momento durante ou após a criação da conta no JMango360."
"Excluded payment methods", "Excluir formas de pagamento"
"Select one or more, but not all payment methods that are not suitable/compatible to be used in mobile app environment. This can be set anytime during or after creation of JMango360 application.", "Selecione um ou mais, mas não todos as formas de pagamento que não são adequadas ou  compatíveis para serem usadas no aplicativo móvel. Este pode ser redefinido em qualquer momento durante ou após a criação da conta no JMango360."
"Web checkout URL", "Link da página de pagamento"
"Enter custom checkout url of website if Jmango360 plugin could not detect. Ex: checkout/onepage.", "Digite o link da a página de pagamento caso  o   plugin da JMango360 não puder ser detectado. Ex: check-out/ OnePage"
"Product image gallery settings", "Configurações da galeria de imagens do produto"
"Detail page image cache-width", "Imagens da largura de cache na página de detalhes"
"Set the default ""cached"" size for ""big"" images on the detail pages.", "Defina o ""Cache"" padrão de tamanho para imagens ""grandes"" na página de detalhes"
"Detail page image cache-height", "Imagens da altura de cache na página de detalhes"
"Set the default ""cached"" size for ""big"" images on the detail pages.", "Defina o ""Cache"" padrão de tamanho para imagens ""grandes"" na página de detalhes"
"Catalogue image cache-width", "Largura de Cache das imagens das páginas do catálogo"
"Set the default ""cached"" size for images on the catalogue pages.", "Defina o ""Cache"" padrão de tamanho para imagens no catálogo das páginas"
"Catalogue image cache-height", "Altura de cache das imagens da página do catálogo"
"Set the default ""cached"" size for images on the catalog pages.", "Defina o ""Cache"" padrão de tamanho para imagens no catálogo das páginas"
"Thumbnail image cache-width", "Largura de Cache das imagens em miniatura"
"Set the default ""cached"" size for thumbnails on the detail pages.", "Defina o ""Cache"" padrão de tamanho para miniaturas na página de detalhes"
"Thumbnail image cache-height", "Altura de Cache das imagens em miniatura"
"Set the default """cached"" size for thumbnails on the detail pages.", "Defina o ""Cache"" padrão de tamanho para miniaturas na página de detalhes"
"Choose image type to be displayed if catalogue thumbnail is not available", "Escolha o tipo de imagem a ser mostrada caso o catálogo de miniaturas não esteja disponível"
"Choose what kind of image of product that I would like to show in catalogue listing in mobile app.", "Escolha qual tipo de imagem do produto que você gostaria de mostrar na listagem do catálogo no aplicativo móvel"
"Choose image type to be displayed on catalogue page", "Escolha o tipo de imagem que será mostrada na página do catálogo"
"Choose what kind of image of product that I would like to show in product listing in mobile app.", "Escolha qual o tipo de imagem do produto que você gostaria de mostrar na lista de produtos do aplicativo móvel"
"Stock Settings", "Configurações do estoque"
"Display products availability in stock in mobile app", "Mostrar produtos disponíveis no estoque no aplicativo móvel"
"Developer", "Desenvolvedor"
"Enable debug logging", "Permtir o registro de depuração"
"Log requests to japi.log. Disable in production.", "Registrar solicitação para japi.log. Desativar na produção"
"Reports", "Relatórios"
"Orders", "Pedidos"
"Sales", "Vendas"
"Customers", "Clientes"
"Order Details", "Detalhe dos pedidos"
"Settings", "Configurações"
"Use Onepage checkout for mobile app", "Página de pagamento "onepage" é utilizada para dispositivo móve"
"Select to use JMango360 Onepage responsive web checkout for mobile app instead of default Magento checkout", "Selecione  JMango360 como página de pagamento OnePage para celular em vez da página de pagamento Magento"
"Hide non value additional attributes", "Esconder atributos adicionais sem valor"
"Attribute whose value is N/A or blank will not be displayed on Additional Information on product detail page", "Atributo cujo valor é N/A ou em branco não será exibido nas Informações adicionais na página de detalhes do produto"
"Mobile App Login Settings", "Configuração de login do aplicativo móvel"
"App users must login to see product prices", "Os usuários do aplicativo devem estar logados para ver preços e adicionar produtos ao carrinho"
"This will prevent mobile app user using app without an account.", "Isso vai evitar que usuários usem o aplicativo sem serem cadastrados"
"Discount Codes", "Discount Codes"
"Enter your coupon code if you have one.", "Enter your coupon code if you have one."
"Apply Coupon", "Apply Coupon"
"Cancel Coupon", "Cancel Coupon"
"Enable Order From in orders list", "Permitir pedidos de listas de pedidos"
"Select to view which orders are from JMango360", "Selecionar para visualizar quais pedidos são para JMango360"
"Enable JMango360 User in Customers list", "Permitir usuário JMango360 na lista de clientes"
"Select to view which customers are from JMango360", "Selecionar para visualizar quais clientes são de JMango360"
"Adding extra attributes to registration form", "Adicionar atributos extras as fichas de inscrição"
"Adding these attributes to customer registration form in mobile app", "Adicionar estes atributos ao formulário de inscrição do cliente no aplicativo móvel"
"Show image of child product in Grouped Product Detail on mobile", "Mostrar imagem de produtos infantis nas Informações de produtos agrupados no celular"
"Please wait", "Por favor, aguarde"
"Enter xml layout update code here, it will only affect JMango360 Onepage checkout page", "Digite o código xml  de atualização do layout aqui, ele só irá afetar a página de pagamento OnePage JMango360"
"Enter css code here, it will only append to JMango360 Onepage checkout page", "Digite o código css aqui, ele só irá anexar a página de pagamento JMango360 onepage"
"A new version of the JMango360 Mobile plugin %s is available. Please update.", "Uma nova versão do JMango360 para dispositivo  móvel  está disponível. Por favor, atualize."
"Group ID not found.", "Group ID not found."
"Group not found.", "Group not found."
"Account is created. Please check email to confirm.", "Sua conta foi criada. Por favor, verifique o email de confirmação"
"Please close this form and login with your new account.", "Por favor cierra esta pagina y accede a tu cuenta."
